,combinedPval,adjustedPval
PFDN6,4.44052201699296e-36,9.19025007185688e-34
CISD1,5.21378790331642e-36,1.07689150009492e-33
RAB7A,5.37412078480454e-36,1.10777882147441e-33
SH3BGRL,5.49428753395681e-36,1.13027940887265e-33
RER1,5.67876467708257e-36,1.16589340495653e-33
MRTO4,6.23003006307223e-36,1.2765193258943e-33
UBE2D2,6.41138642278068e-36,1.31106195116747e-33
RTN4,6.51371585562338e-36,1.32933917165225e-33
TPX2,6.64310012316282e-36,1.35305434215905e-33
PTP4A2,6.81360719329926e-36,1.38503482177194e-33
AKR1B10L1,8.69811247119424e-36,1.76461302243594e-33
MTPN,8.80339478441448e-36,1.78244934430457e-33
PRDX4,9.5127258858361e-36,1.92227823173563e-33
MRPS6,1.0464286116517e-35,2.11040982995011e-33
CST3,1.07288699818102e-35,2.1595277241782e-33
COII,1.10763275344089e-35,2.2251017086183e-33
PDIA4,1.11836586484412e-35,2.24227523140038e-33
ARHGDIA,1.19844692292623e-35,2.3981504048266e-33
CCNI,1.21596246313983e-35,2.42846599826473e-33
SSBP3,1.26390752171725e-35,2.51931833332329e-33
NFYC,1.2820420255832e-35,2.55051297815109e-33
GTF2H5,1.2923959765494e-35,2.56118420762482e-33
SPCS3,1.2906426297523e-35,2.56118420762482e-33
MDK,1.38509894431125e-35,2.73960795200579e-33
COX5A,1.41235514734916e-35,2.78814625353984e-33
FKBP4,1.4385055833183e-35,2.8333152759857e-33
PSMC6,1.44075597203484e-35,2.8333152759857e-33
SNRPD1,1.4637346396396e-35,2.87300008925441e-33
HSP90B1,1.47607579578673e-35,2.89169410474726e-33
SSR2,1.48689683794902e-35,2.90734461050507e-33
TPD52L2,1.53410045480996e-35,2.9939395837727e-33
NCL,1.76477718181701e-35,3.43759130595895e-33
BTG1,1.79059086717871e-35,3.48126769689386e-33
ST13,1.94208463448445e-35,3.76866433637104e-33
APLP2,2.01465169821531e-35,3.90210617612172e-33
MRPL18,2.04417514009662e-35,3.9518327770977e-33
YWHAH,2.09494359783189e-35,4.04236644617357e-33
COX1,2.12790260335601e-35,4.09826006915637e-33
DHRS7,2.32487446840262e-35,4.46923538700187e-33
ACTN1,2.35959899057823e-35,4.52750978292873e-33
PRKAR1A,2.85399794894533e-35,5.46592722022148e-33
PSMD14,2.89245382867025e-35,5.52926146572901e-33
ENSGALG00000054420,3.7353907979579e-35,7.12736084087155e-33
EMC6,3.87965569499601e-35,7.38889334553867e-33
PAIP2B,4.05626734548114e-35,7.71094826231767e-33
CHCHD3,4.20316618185355e-35,7.97543305174742e-33
ACAA2,4.34618833683866e-35,8.23159952041591e-33
IMMT,4.51500990000555e-35,8.53559607511815e-33
MRPL47,5.1666832762498e-35,9.74962513179333e-33
RAB11B,5.29485511344252e-35,9.9731547102652e-33
NAA40,5.38693803041707e-35,1.01280145036964e-32
MRPL57,5.63189257489677e-35,1.05691975075019e-32
SURF4,5.88146146063385e-35,1.10174141428069e-32
ENSGALG00000053765,5.97880957566317e-35,1.11793706327959e-32
HDDC2,5.99168887033975e-35,1.11830828385364e-32
MYL1,6.1040213680727e-35,1.13720673769909e-32
STRAP,6.20778613674113e-35,1.15444340396027e-32
SF3A3,6.39780336449032e-35,1.18762883744412e-32
ENSGALG00000038820,6.47792322942287e-35,1.20033096515647e-32
LAMP1,7.13811527779883e-35,1.32027850260576e-32
PARK7,7.24024982469514e-35,1.3367609119077e-32
COPB2,7.40054102061257e-35,1.36320853624103e-32
NHP2,7.41005647893265e-35,1.36320853624103e-32
MED6,7.48622378878156e-35,1.37475711281378e-32
IDH3A,7.52297835675424e-35,1.37903968155996e-32
MRPS12,7.66816996171053e-35,1.40314917974499e-32
REXO2,7.7030319016115e-35,1.40702028471122e-32
MRPL35,7.72758533974126e-35,1.40899805227017e-32
ANXA6,7.87082933265588e-35,1.43257170538793e-32
NIP7,8.13812293093804e-35,1.47860025146819e-32
NDUFS6,8.21917125160028e-35,1.49068738368692e-32
CYTB,8.3812543220848e-35,1.51740299866529e-32
CHMP4B,8.47055440510846e-35,1.53087058449035e-32
CWC15,9.08733101297586e-35,1.63945333362993e-32
FXYD6,9.19891067796241e-35,1.65667196851817e-32
SMIM20,9.22592187458739e-35,1.65862666146073e-32
ARPC5,9.635100682654e-35,1.72916010159227e-32
TAX1BP3,9.9666627324442e-35,1.78554219601429e-32
MRPL48,1.01325368175676e-34,1.81209630906585e-32
NDUFB7,1.12504626039775e-34,2.00852625657987e-32
MRPL32,1.12802522669837e-34,2.01034829734313e-32
SMYD1,1.16885334947505e-34,2.07950127152336e-32
UFM1,1.17748625107326e-34,2.09123569918947e-32
MCRS1,1.20952335132706e-34,2.1444240603632e-32
COMMD4,1.28384223338327e-34,2.27226323830306e-32
DKK3,1.33415977937331e-34,2.35725567118149e-32
ERP29,1.34372733785596e-34,2.37008076651388e-32
ID2,1.34841040662371e-34,2.37426132688311e-32
GSTM3,1.35774708110455e-34,2.38660754033369e-32
MRPS27,1.39214439513315e-34,2.4428870926612e-32
TPM1,1.42289155235101e-34,2.49258032532844e-32
CLTA,1.48069906720138e-34,2.58942704276244e-32
PPP2R2A,1.5225309789938e-34,2.65805393868051e-32
LSM8,1.56254043482125e-34,2.71865582663221e-32
RRM2,1.56130003889459e-34,2.71865582663221e-32
PSMG4,1.59475498675437e-34,2.7700108213225e-32
GATA5,1.65779320899714e-34,2.87464107789277e-32
SRP9,1.79225527611038e-34,3.10255973485323e-32
NTMT1,1.83139024409056e-34,3.1649687704382e-32
SMU1,1.87009823541206e-34,3.22643137613563e-32
CSDE1,1.88323816739503e-34,3.24364984338491e-32
EIF3D,1.90331227836269e-34,3.27273390598757e-32
ATP6,1.95188534588869e-34,3.35064253411308e-32
SEC11A,2.21801131414094e-34,3.8011229071071e-32
MRPL51,2.27027116378132e-34,3.88215581336222e-32
EIF4A3,2.27285880086253e-34,3.88215581336222e-32
HSD17B10,2.29568235970823e-34,3.9146260654988e-32
ARL6IP5,2.31463892722788e-34,3.9404055157065e-32
ZNF706,2.38939664655507e-34,4.06093734489433e-32
ALYREF,2.44259867954327e-34,4.14449596398458e-32
DENR,2.46011162662436e-34,4.16732303909895e-32
DCTN3,2.51946223174206e-34,4.26082933403154e-32
MRPS35,2.74828910257868e-34,4.64016917024777e-32
ACADL,2.89564520144412e-34,4.88093509379706e-32
ND3,3.42676900086211e-34,5.76673470260635e-32
MRPL17,3.523351277733e-34,5.90441115450063e-32
DHX37,3.52583584640787e-34,5.90441115450063e-32
MYH1D,3.52224288622977e-34,5.90441115450063e-32
HK1,3.53970407176093e-34,5.91798093858985e-32
SAR1B,3.72367434477871e-34,6.21543536494093e-32
ENSGALG00000050937,3.7524248322809e-34,6.25325684056354e-32
IGF2BP3,3.82071753482113e-34,6.35674434284822e-32
PDLIM1,3.96355907431583e-34,6.58372736240402e-32
NASP,4.40259940257564e-34,7.30118745657345e-32
ENSGALG00000047875,4.53574288103449e-34,7.50985783722421e-32
RBPMS2,4.98465156475082e-34,8.23982870430485e-32
NDUFS1,5.59413380131317e-34,9.23246016945787e-32
BRIX1,5.67259569851393e-34,9.34692509571631e-32
TARS,6.20072138781887e-34,1.02007617908878e-31
COMMD2,6.5549819832917e-34,1.07662996422734e-31
KARS,6.77994804307113e-34,1.11180087178843e-31
ENSGALG00000033569,6.79247549216439e-34,1.11207868554516e-31
MRPS23,6.90808443956144e-34,1.12920546521835e-31
GCLM,7.11557104041168e-34,1.16127236501096e-31
ENSGALG00000055073,7.64250596668152e-34,1.2452891802295e-31
CTBP1,7.76817461517974e-34,1.26375997826329e-31
CNN3,7.84920369154856e-34,1.274921658025e-31
TCEA2,7.94432013332946e-34,1.28833262381524e-31
DNAJA2,8.03914759565466e-34,1.30165449375813e-31
SMIM4,8.5862756094179e-34,1.38805308961899e-31
CAPZA2,8.70213972234459e-34,1.40457170115789e-31
TSPAN3,9.70932199976536e-34,1.5646761027099e-31
COMMD7,1.034547102834e-33,1.66457959973346e-31
ND4,1.05969804266762e-33,1.70237899368297e-31
HYPK,1.09389665421475e-33,1.75418024295871e-31
SEC13,1.0953609827902e-33,1.75418024295871e-31
CKAP2,1.14409137980564e-33,1.82936625224508e-31
ND1,1.16242909519143e-33,1.85579703472408e-31
AK1,1.26288909386622e-33,2.01304889270086e-31
ZMAT2,1.3494020024885e-33,2.14761591361992e-31
FAM162A,1.36526549689952e-33,2.1694996008191e-31
DLD,1.43336036893254e-33,2.2706770175476e-31
HADHB,1.43192946685822e-33,2.2706770175476e-31
SMIM7,1.4587798880486e-33,2.30738490987706e-31
TRA2B,1.57140813205513e-33,2.4817076381361e-31
OXCT1,1.57420436528665e-33,2.48230476821539e-31
SH3BGRL3,1.5836423144119e-33,2.49335708028914e-31
UBE2V1,1.60431326338057e-33,2.5181778721392e-31
CSRP1,1.6037463724725e-33,2.5181778721392e-31
SDHAF2,1.61470827438067e-33,2.53062473417203e-31
GSTK1,1.65250168083182e-33,2.58590787200257e-31
MKKS,1.65933010820038e-33,2.59264110099674e-31
PHF5A,1.67466476180324e-33,2.61262432534904e-31
PGRMC1,1.70310934142672e-33,2.65296850440721e-31
C1H12ORF57,1.76329498980383e-33,2.74255923030404e-31
COPA,1.78059962834675e-33,2.76528435534013e-31
SRI,1.96006956988466e-33,3.03940430711444e-31
ELOC,2.20886493611831e-33,3.42003547194113e-31
AIMP2,2.36399654556842e-33,3.65471685334657e-31
SLC2A1,2.3777034162424e-33,3.67037986844812e-31
HM13,2.46637331204748e-33,3.80153996838248e-31
ENSGALG00000033862,2.49583731984144e-33,3.84118671498555e-31
XPA,2.50873559172701e-33,3.8552576399838e-31
WDR1,2.55605399538445e-33,3.9221019985839e-31
MRPS10,2.57985693005324e-33,3.95271768810234e-31
TUBAL3,2.60065927048987e-33,3.97865162649392e-31
BCCIP,2.72247469078791e-33,4.15881455964894e-31
DYNLT1,2.78112889696711e-33,4.24210126041713e-31
NCBP2,2.89063223183517e-33,4.40258674918711e-31
H2AFY2,2.95478028153819e-33,4.49362055049749e-31
SELENOT,3.09424898261705e-33,4.69876298170665e-31
TOP2A,3.32709095295765e-33,5.04488165007432e-31
CORO1C,3.34433388008833e-33,5.06354778005528e-31
ENSGALG00000053371,3.45793203591632e-33,5.22783240703382e-31
TMCO1,3.55847053171208e-33,5.37191879149337e-31
LSM6,3.62175399165748e-33,5.4594238571462e-31
FAM192A,3.71806112413839e-33,5.59637912881248e-31
MRPL28,3.75624236780179e-33,5.64557109603055e-31
BIRC5,4.2073361685176e-33,6.31431276351558e-31
CIAO2B,4.33117216360125e-33,6.49067484598281e-31
TNNC1,4.399301354791e-33,6.5831624849186e-31
HP1BP3,4.41897516870676e-33,6.60297726315325e-31
ANP32E,4.66734776255231e-33,6.96396693968687e-31
ACTR3,4.72858365484675e-33,7.03488437284074e-31
RUVBL1,4.72176263769358e-33,7.03488437284074e-31
PBK,4.7956371620366e-33,7.12431719543925e-31
DDX1,4.97069760587317e-33,7.37371294519924e-31
COX7A2L,5.18263610041015e-33,7.67701623363769e-31
SMDT1,5.52923429563647e-33,8.17862885410757e-31
MOSPD1,5.67936193256464e-33,8.3886045038217e-31
ENSGALG00000046740,5.74583488735629e-33,8.47459358609088e-31
TUBB6,5.97550061849129e-33,8.80068537667281e-31
SCP2,6.28017575302036e-33,9.23615798386106e-31
EIF5A2,6.41452643914788e-33,9.42024941429191e-31
UBL5,6.62879240632295e-33,9.72100924462763e-31
VPS29,6.66580286398776e-33,9.76133966876876e-31
SF3A1,6.81844197405857e-33,9.9706395092814e-31
CISD2,7.48059580473422e-33,1.09233498177013e-30
CLNS1A,7.72519256837482e-33,1.12644925622827e-30
NIFK,7.77341583739869e-33,1.13187315971077e-30
ENSGALG00000051169,7.95487885314424e-33,1.15665501905848e-30
POLR2F,8.61917333853473e-33,1.251472119381e-30
XPO1,8.95793748232862e-33,1.29699042430924e-30
ADD3,8.95435010873862e-33,1.29699042430924e-30
YWHAG,9.01925595724249e-33,1.30402927398518e-30
UBE2G2,9.09259994213643e-33,1.3127845602952e-30
OCIAD1,9.38997699217424e-33,1.35381559392514e-30
UBE2F,9.80301325827909e-33,1.41138350626814e-30
DNAJC19,1.04232438565421e-32,1.49857907564458e-30
ESD,1.0788239159052e-32,1.54888616816235e-30
HAPLN3,1.12716421617174e-32,1.61602899351006e-30
SNF8,1.17552674968314e-32,1.68301636225698e-30
AP3M1,1.23845803025445e-32,1.77064634369498e-30
LYPLA1,1.26596263357071e-32,1.8074528398006e-30
GSR,1.43790646409423e-32,2.05009089755292e-30
ENSGALG00000036935,1.49622006141426e-32,2.13027262485467e-30
DDX19B,1.54603026327983e-32,2.19814213476648e-30
LY6E,1.55688680338894e-32,2.21051628065824e-30
UBE2K,1.5818376254439e-32,2.24284010327362e-30
AIMP1,1.62171741231408e-32,2.29621289164565e-30
DHX15,1.68812263761181e-32,2.38694466296901e-30
CHCHD1,1.70388249669257e-32,2.40591460463284e-30
SESTD1,1.93379583298813e-32,2.7268058588807e-30
ENSGALG00000041232,2.08861629333031e-32,2.94107507770398e-30
TM9SF3,2.18546244550646e-32,3.07323284234567e-30
JAM3,2.54911802265153e-32,3.5797075216712e-30
RAD23A,2.60900217228857e-32,3.65879719407375e-30
FHL3,2.78295591786129e-32,3.89742108377517e-30
PPP1R7,2.99271136293599e-32,4.18546534507357e-30
VPS26A,3.03050190533156e-32,4.23255100186867e-30
NDUFB6,3.03655761181792e-32,4.23524646527471e-30
PTTG2,3.19938435776889e-32,4.45629473573879e-30
SNRPC,3.30766494884187e-32,4.60087174541151e-30
TRA2A,3.35665252906542e-32,4.66269411992215e-30
COPZ1,3.41826011387496e-32,4.74185604570628e-30
RPA4,3.64267248012342e-32,5.04634449044078e-30
RNF7,4.19868918504544e-32,5.80877826712285e-30
INPP5A,4.27130067154549e-32,5.90128117801409e-30
TXNDC12,5.43746522805153e-32,7.50237096923718e-30
RAB2A,5.52579831520365e-32,7.61401511503125e-30
KCTD2,5.58436982218369e-32,7.68440634184281e-30
AP2A2,6.16722986295819e-32,8.47459438765264e-30
GLRX2,6.17512198599715e-32,8.47459438765264e-30
ELOVL5,6.19264814124847e-32,8.48730021913814e-30
ISCU,6.54839218792934e-32,8.96289680252308e-30
DCTN5,7.65962230522649e-32,1.04698966780895e-29
TMOD1,7.6960825652056e-32,1.05057450040553e-29
LRPAP1,8.03764288803336e-32,1.09574300810921e-29
RWDD1,8.19365477044343e-32,1.11553010044049e-29
POLR2K,8.29896044329784e-32,1.12837049257865e-29
SUMO3,8.35868041686429e-32,1.13498704149927e-29
CDV3,8.45237544651097e-32,1.14619333294255e-29
MRPL58,8.62642654851307e-32,1.16825245102671e-29
CFL2,8.64973425456083e-32,1.16986558917287e-29
DNAJA1,9.07192901353024e-32,1.225352464812e-29
MRPS25,9.58357255145598e-32,1.2927595535874e-29
ENSGALG00000006056,1.02054749248695e-31,1.3748433784411e-29
RFC2,1.04237951527007e-31,1.40241422365523e-29
DRG1,1.04862886164425e-31,1.40897544947204e-29
CIAPIN1,1.05277620507533e-31,1.41269888694074e-29
PCNP,1.05898006895222e-31,1.41916860280841e-29
NDUFAB1,1.10649646735935e-31,1.48091334081397e-29
MRPS16,1.14453200995157e-31,1.52982481442064e-29
NDUFA9,1.1928812517878e-31,1.592376834138e-29
NPTN,1.21991837457636e-31,1.62635378704961e-29
EIF6,1.26149466038681e-31,1.67960058121718e-29
CXCL13L2,1.2672417796212e-31,1.6850669477788e-29
GRPEL1,1.40314217851969e-31,1.86336169520723e-29
POLR1D,1.73366839934962e-31,2.29932335244116e-29
ENSGALG00000041778,2.07957880152169e-31,2.75453729549521e-29
NPM3,2.10670324103149e-31,2.78686941817828e-29
ENSGALG00000003355,2.27397369404708e-31,3.00427300374687e-29
PTRH2,2.34471326929107e-31,3.09374932797876e-29
DCTN6,2.42560839309884e-31,3.19228062264966e-29
EXOSC2,2.42372646822342e-31,3.19228062264966e-29
RAD23B,2.62628727480303e-31,3.44754905174936e-29
SEC61A1,2.62530751679961e-31,3.44754905174936e-29
PDHB,2.67838770010421e-31,3.51145136442947e-29
PTP4A1,2.7737373392476e-31,3.63181943151237e-29
GOLGA7,2.77736239807791e-31,3.63193336878275e-29
MTX2,2.80807274453775e-31,3.66742115558882e-29
SNAPIN,2.83882929029128e-31,3.70287901831756e-29
ND5,3.018916971127e-31,3.9327825033401e-29
COPE,3.05729974349757e-31,3.97773635262557e-29
PSMD6,3.06491030746334e-31,3.9825905245358e-29
UGDH,3.16646090229563e-31,4.10934519117213e-29
MRPL53,3.24153829530469e-31,4.20146696174801e-29
MCM3,3.35968393913966e-31,4.34910821170066e-29
CNDP2,3.48900468106083e-31,4.51082550566275e-29
MLF1,3.54482734449396e-31,4.5772321129548e-29
TMEM167A,3.75412766254989e-31,4.84139979089588e-29
ACTR1A,3.94885766337629e-31,5.08613796087692e-29
MAK16,3.973769173271e-31,5.11181022963865e-29
NKX2-5,4.01513196792073e-31,5.15855449133844e-29
KIF4A,4.46508085104925e-31,5.72946826120999e-29
PSMD7,4.62047814509329e-31,5.92146793631913e-29
ENSGALG00000016760,4.71535694655409e-31,6.03552680827288e-29
TRAPPC2L,4.78877486119141e-31,6.12186646366205e-29
SMC2,5.25006789504457e-31,6.70322579737418e-29
MRPL43,5.45854502221716e-31,6.96074932698474e-29
SFRP1,6.19839683153338e-31,7.8944033653153e-29
ENSGALG00000035206,6.4414740828912e-31,8.19382542445745e-29
COQ9,6.58927278573386e-31,8.37145802462279e-29
SFT2D1,6.90812919014135e-31,8.76570613070017e-29
SVBP,6.91873245861041e-31,8.76832211903671e-29
PGD,7.03629936734187e-31,8.90632281268869e-29
ABCE1,7.10254258238814e-31,8.97909971712274e-29
LAMTOR5,7.12940847066432e-31,9.00197764104214e-29
RCN2,7.20576753748093e-31,9.08721535179545e-29
SMARCB1,7.85561504669855e-31,9.89458451240513e-29
TESC,7.9742449655918e-31,1.00316966696981e-28
ENSGALG00000009044,8.01983211298943e-31,1.00766969594797e-28
NUDC,8.2212234522106e-31,1.03171115566281e-28
DPY30,8.35407550294611e-31,1.04710316424737e-28
ACTC1,8.48495253203615e-31,1.06221038323499e-28
PSMC5,8.51166797172838e-31,1.06425694923518e-28
SF3B3,8.61994504966639e-31,1.07648419400595e-28
LBH,8.85503241178259e-31,1.10449892538246e-28
DAZAP1,8.94618612494598e-31,1.1145144289946e-28
NEK6,8.9810361017569e-31,1.11749984437068e-28
PSMD2,9.116269228953e-31,1.13295346768675e-28
CHP1,9.60558259699141e-31,1.19232096108522e-28
DTD1,9.62473388258846e-31,1.19325529809142e-28
ADSL,9.7775891888996e-31,1.21074374300781e-28
LRWD1,1.00202445678623e-30,1.23929645381153e-28
CRTAP,1.00987256920336e-30,1.2451283113767e-28
TIMM9,1.00933431996023e-30,1.2451283113767e-28
ENSGALG00000028183,1.01037858274814e-30,1.2451283113767e-28
CNOT11,1.02290621736083e-30,1.25905512564998e-28
PRKCI,1.03055310876212e-30,1.26694826160749e-28
GATA4,1.06283847079083e-30,1.30196174865861e-28
SEC31A,1.06269958292395e-30,1.30196174865861e-28
PSMD1,1.06241340159389e-30,1.30196174865861e-28
TXN2,1.0989197136572e-30,1.344556266697e-28
SNAP23,1.10304319500172e-30,1.34799478278117e-28
RAP1B,1.12560717381902e-30,1.37393388395364e-28
FN1,1.17576935525745e-30,1.43345816573514e-28
INIP,1.20125641501061e-30,1.4627938407004e-28
SPC25,1.24099472673743e-30,1.50939347131564e-28
CLTB,1.25134608467414e-30,1.52018242694806e-28
MAD2L1,1.26035031178176e-30,1.52931126587831e-28
BCAS2,1.26531731664745e-30,1.53352556027564e-28
MRPS11,1.27690105068244e-30,1.54573973027762e-28
ARPC1A,1.28819725118555e-30,1.55757746635635e-28
CENPS,1.30161701930334e-30,1.57195196374641e-28
TFDP1,1.32217183173424e-30,1.59489948608728e-28
CTBPL,1.39806939628535e-30,1.68447322452996e-28
SPPL2A,1.43148002239803e-30,1.72270628421437e-28
MED28,1.4487873862945e-30,1.7414931206003e-28
LYRM4,1.5141528962052e-30,1.81793601946311e-28
MRPL41,1.59915296997418e-30,1.91774660251258e-28
C20H20ORF24,1.69819016514757e-30,2.03413830062955e-28
IK,1.72672372847583e-30,2.06516043200599e-28
THOC5,1.7281123805853e-30,2.06516043200599e-28
EIF3K,1.7950782465863e-30,2.14269280102532e-28
FAM206A,1.84478461417763e-30,2.19946722165822e-28
NAA20,2.00603352386367e-30,2.38894360900044e-28
ENSGALG00000050127,2.02084118676947e-30,2.40378912835786e-28
PSMD12,2.29907570339664e-30,2.73158366579822e-28
MGST1,2.40024649906004e-30,2.84849010503091e-28
BVES,2.50610121635593e-30,2.97067877299486e-28
FUBP1,2.54786962296655e-30,3.01670665372752e-28
ALDH9A1,2.56499270251924e-30,3.03348174940193e-28
ATP1B3,2.57483675377405e-30,3.0416196201822e-28
COPS4,2.63454970818862e-30,3.10858052790663e-28
EIF4EBP2,2.82115479726631e-30,3.32493943846462e-28
CSNK1A1L,2.96178915007508e-30,3.48668433555102e-28
HPF1,3.0024848641575e-30,3.53054345069895e-28
SKA2,3.06144671835356e-30,3.59575630317886e-28
RSU1,3.1148715449564e-30,3.65432413366466e-28
PGLS,3.19490111952588e-30,3.74393493878991e-28
AHCY,3.21225745656619e-30,3.75998169181845e-28
TNNT2,3.34260047052509e-30,3.90809337620473e-28
PAICS,3.4250684831754e-30,3.99995736379658e-28
SNX12,3.59383342428206e-30,4.19227968955855e-28
ECI1,3.72196885658239e-30,4.33682406493713e-28
CPSF6,3.73645040205773e-30,4.34876174164397e-28
C12orf66,3.80395023640012e-30,4.42230916494354e-28
CNOT7,3.92924159876059e-30,4.562800137478e-28
SMPX,3.97474621529433e-30,4.6104265919708e-28
ENSGALG00000047713,4.1437600794432e-30,4.80104589938973e-28
AK2,4.27967001514163e-30,4.95292374684961e-28
DDX51,4.66242527495586e-30,5.38981546683235e-28
ASF1A,5.04165453048174e-30,5.82165278817649e-28
PPA2,5.10727802967304e-30,5.8908026248372e-28
COPS8,5.12806172653523e-30,5.90813646253497e-28
CAPRIN1,5.1720367677574e-30,5.95212066534992e-28
TFG,5.26400877363355e-30,6.05118071777441e-28
MYH7,5.65316772020762e-30,6.49126485353836e-28
CCNDBP1,5.72998343449224e-30,6.57211733986481e-28
CHMP6,5.75357245932572e-30,6.5918080877312e-28
ARCN1,5.99383200164446e-30,6.85941534743654e-28
ETFDH,6.04000331477236e-30,6.90455698031101e-28
APP,6.16526596331026e-30,7.03990992366883e-28
FCF1,6.26351799126994e-30,7.14415383264876e-28
HMBS,6.33888728356061e-30,7.22209531913367e-28
MRPL19,6.42964135651173e-30,7.31737292210974e-28
ENSGALG00000029330,6.61477322357069e-30,7.51972895810216e-28
ENSGALG00000005753,6.64189339993356e-30,7.54220701037834e-28
BRI3,6.87519099153969e-30,7.79850160368441e-28
NDUFS2,7.77169375449647e-30,8.8056710735516e-28
PCCB,8.46906410439167e-30,9.58524263481161e-28
MCM5,8.68802971259943e-30,9.8222374008181e-28
SNX3,9.15082006781779e-30,1.03340631328973e-27
NCAM1,9.38024604921749e-30,1.05815141178478e-27
MFGE8,9.50119698176962e-30,1.07061894188084e-27
CDCA7L,9.61580158368028e-30,1.08234479441404e-27
EMC2,9.8509744017144e-30,1.10760113143057e-27
PAFAH1B2,1.0225347633431e-29,1.14843617415102e-27
MLF2,1.07359551169685e-29,1.20446607135508e-27
UBE2G1,1.09885004827554e-29,1.23145326812874e-27
CCDC58,1.14206036658575e-29,1.27848224857831e-27
TAF12,1.18037577707691e-29,1.31993512202106e-27
SDF4,1.3472746183349e-29,1.50492755590457e-27
ARL5B,1.35616038034826e-29,1.51320651644794e-27
ACAD9,1.41420966170611e-29,1.5762646917134e-27
ATP6V1E1,1.49065918584746e-29,1.65967257389609e-27
EMC3,1.72462772553895e-29,1.91808849480652e-27
ENSGALG00000054023,1.84293518090736e-29,2.04744887938131e-27
SAMM50,2.02392966791708e-29,2.24609779529446e-27
PMPCB,2.03162125737892e-29,2.25219888612273e-27
