,combinedPval,adjustedPval
GLRX5,1.05280245698624e-17,2.474437335607e-15
HMGB1,1.08624384441076e-17,2.54790918527935e-15
NDUFS5,1.10835475300284e-17,2.5942479912289e-15
GPX4,1.11044111783463e-17,2.5942479912289e-15
ENSGALG00000055019,1.17686619111144e-17,2.74394447913487e-15
VCP,1.19295788118384e-17,2.77592259778952e-15
ENSGALG00000002988,1.20561594003454e-17,2.79979965147773e-15
NDUFA2,1.21097044200673e-17,2.80665457127074e-15
ALCAM,1.2450356598409e-17,2.87989312604466e-15
RND2,1.25723923587161e-17,2.90237395379174e-15
H2AFV,1.26933531204998e-17,2.92451842266499e-15
CFD,1.28911239899963e-17,2.96423773869469e-15
PSMA5,1.29915256814302e-17,2.98145550707979e-15
CALD1,1.31653629864565e-17,3.01542561999736e-15
IFITM3,1.32194312180357e-17,3.02188427130736e-15
SOHO-1,1.36483659502202e-17,3.11384260431483e-15
TNFRSF19,1.36943032172988e-17,3.1182327853916e-15
PSMB3,1.43175507776553e-17,3.25380537220937e-15
ENSGALG00000042589,1.48209901022395e-17,3.36167672321545e-15
CDC42,1.49387630465987e-17,3.38182317458616e-15
ARHGDIA,1.58400711882064e-17,3.57892456645598e-15
ALDH1A2,1.71253436156509e-17,3.86185082003158e-15
NKAIN4,1.92822730336157e-17,4.33987108511732e-15
NPC2,1.96680093748936e-17,4.41817609797695e-15
PTTG2,1.99415632581613e-17,4.47102847739754e-15
FHL1,2.09020962704059e-17,4.67740848884029e-15
ANKH,2.11934090847559e-17,4.73352953353515e-15
BDH1A,2.20695319320854e-17,4.91980392057725e-15
SRSF7,2.28057216661132e-17,5.0742338140711e-15
G0S2,2.3597051224456e-17,5.24032171347836e-15
FSTL1,2.37443769005877e-17,5.26303333717876e-15
SPTBN1,2.61121662648704e-17,5.7769011818484e-15
ENSGALG00000035579,2.68772445299233e-17,5.93492218798555e-15
RASD2,2.7760129469005e-17,6.11831138965997e-15
PRKAG2,2.79495312409485e-17,6.14845453830669e-15
PNRC1,3.02882241959918e-17,6.65040567134214e-15
UQCR11,3.13616867330789e-17,6.8731870350277e-15
LSM6,3.18208867378234e-17,6.96076512217381e-15
PDHA1,3.26590161849874e-17,7.13075105394869e-15
ALDH9A1,3.34825254450396e-17,7.29691650203298e-15
C5H11orf58,3.48591651363492e-17,7.5827834729034e-15
P4HB,3.50466472071605e-17,7.609395548172e-15
PSMB2,3.58718221138604e-17,7.77410909645166e-15
COX6A1,3.7466046752403e-17,8.10457171826311e-15
NUDT16L1,3.96985049512505e-17,8.57161873146474e-15
PTN,4.02518122889859e-17,8.67505248539267e-15
PSMC3,4.22438713115965e-17,9.08761333594826e-15
NTMT1,4.2329861992105e-17,9.08937270234605e-15
MRPS18C,4.26973503092316e-17,9.15145990278551e-15
CAPZB,4.29005745322896e-17,9.17817691010716e-15
NUTF2,4.39367613460795e-17,9.38267500675139e-15
PSMA2,4.46875818252706e-17,9.52559811568488e-15
RHOA,5.06028699511988e-17,1.07668524879896e-14
BVES,5.18036493976032e-17,1.10014027990918e-14
TGFBI,5.18935887769022e-17,1.10014027990918e-14
ENSGALG00000044563,5.24467873714503e-17,1.1098537958686e-14
PDIA3,5.55378006620936e-17,1.1731390867688e-14
SMPX,5.67002143886147e-17,1.19553114671065e-14
CTHRC1,5.93177894444149e-17,1.24846949071289e-14
COTL1,6.05351009258594e-17,1.27179887963804e-14
WAS,6.35070645741109e-17,1.33184229598898e-14
ENSGALG00000045199,6.36261909631379e-17,1.33194927102531e-14
SLC25A5,6.43004664373145e-17,1.3436565522003e-14
ID4,6.92536081934003e-17,1.44200080605771e-14
H2AFY2,6.91507624009916e-17,1.44200080605771e-14
ACP1,7.26860156264008e-17,1.51077749347931e-14
ATP2B1,7.67381401144661e-17,1.59216778741999e-14
ACO2,7.91097450941791e-17,1.63846376004017e-14
YWHAB,8.12852176586451e-17,1.68054089018922e-14
RASL11B,8.16163612802554e-17,1.68440590894188e-14
CIAO2B,8.23793615584343e-17,1.6971542725001e-14
ENSGALG00000051984,8.77958369279924e-17,1.80555842592687e-14
SERPINI1,9.12713063913746e-17,1.87373409404974e-14
SDC4,1.00060281559555e-16,2.05056161654391e-14
ENSGALG00000031069,1.03764781500619e-16,2.12275477510963e-14
IER3IP1,1.12757613860493e-16,2.30269176031648e-14
SHISA2,1.27122530451286e-16,2.59151583011661e-14
CDK1,1.34460141574875e-16,2.73632469945599e-14
COPG1,1.4255976288942e-16,2.89611016869253e-14
HSP90AA1,1.45130041069205e-16,2.94320690400603e-14
PTTG1IP,1.48098498396532e-16,2.99820138752193e-14
NDUFA10,1.59830004716549e-16,3.23010345780984e-14
PFKP,1.68816662902603e-16,3.40582795754328e-14
IMPDH2,1.71737292035811e-16,3.45877710782753e-14
SRSF2,1.72798829556107e-16,3.47416645742999e-14
SSR2,1.80319978982032e-16,3.61915199107454e-14
RAB1A,1.93303529024157e-16,3.87308641406497e-14
BTF3L4,1.94171218111141e-16,3.88380992146124e-14
SRF,1.94893475064737e-16,3.89159280837873e-14
PRDX6,2.11329126759638e-16,4.21257553576452e-14
ENSGALG00000051459,2.14749364917256e-16,4.2734610082567e-14
HSPD1,2.17925484413282e-16,4.3292897460559e-14
DYNLT1,2.38112091384782e-16,4.72228412408301e-14
GDI2,2.42956755849854e-16,4.8093959487899e-14
UQCR10,2.43327982493584e-16,4.8093959487899e-14
PSMB1,2.48516075770919e-16,4.90364180992914e-14
HK1,2.56803017307721e-16,5.05861220641899e-14
MYH10,2.59183086458614e-16,5.09690068364705e-14
SFXN1,2.60258988266511e-16,5.10945678462124e-14
HNMT,2.80290080107689e-16,5.49347847012018e-14
HNRNPH3,2.85176379760937e-16,5.57988411128449e-14
AK2,2.9873521435842e-16,5.83540756815155e-14
PIN4,3.33066907387547e-16,6.4843461872753e-14
PFDN4,3.33066907387547e-16,6.4843461872753e-14
TMEM263,4.44089209850063e-16,8.44865952739452e-14
SMYD2,4.44089209850063e-16,8.44865952739452e-14
PDIA6,4.44089209850063e-16,8.44865952739452e-14
HMGB2,4.44089209850063e-16,8.44865952739452e-14
ENSGALG00000046550,4.44089209850063e-16,8.44865952739452e-14
MTX2,4.44089209850063e-16,8.44865952739452e-14
PDLIM1,4.44089209850063e-16,8.44865952739452e-14
SH3GLB1,4.44089209850063e-16,8.44865952739452e-14
COPB2,4.44089209850063e-16,8.44865952739452e-14
ARPP19,4.44089209850063e-16,8.44865952739452e-14
BUD31,4.44089209850063e-16,8.44865952739452e-14
SNRPN,4.44089209850063e-16,8.44865952739452e-14
SUMO2,4.44089209850063e-16,8.44865952739452e-14
HP1BP3,4.44089209850063e-16,8.44865952739452e-14
ARL1,5.55111512312578e-16,1.05094751819697e-13
HBBA,5.55111512312578e-16,1.05094751819697e-13
NDUFV1,5.55111512312578e-16,1.05094751819697e-13
MGAT3,6.66133814775094e-16,1.24499446795686e-13
POMP,6.66133814775094e-16,1.24499446795686e-13
SLC25A4,6.66133814775094e-16,1.24499446795686e-13
PRRX1,6.66133814775094e-16,1.24499446795686e-13
MAGOHB,6.66133814775094e-16,1.24499446795686e-13
NIPSNAP2,6.66133814775094e-16,1.24499446795686e-13
LIMD2,6.66133814775094e-16,1.24499446795686e-13
SMARCE1,6.66133814775094e-16,1.24499446795686e-13
NDUFV2,7.7715611723761e-16,1.4455548825136e-13
PPP1CA,7.7715611723761e-16,1.4455548825136e-13
LINGO1,7.7715611723761e-16,1.4455548825136e-13
PYGL,8.88178419700125e-16,1.64420822498264e-13
IGFBP2,8.88178419700125e-16,1.64420822498264e-13
MRPL27,8.88178419700125e-16,1.64420822498264e-13
FHL2,9.99200722162641e-16,1.84388991107354e-13
CEBPZOS,9.99200722162641e-16,1.84388991107354e-13
TGM4,1.11022302462516e-15,2.03271040353458e-13
MCTS1,1.11022302462516e-15,2.03271040353458e-13
UBE2D2,1.11022302462516e-15,2.03271040353458e-13
CHMP6,1.11022302462516e-15,2.03271040353458e-13
DRAXIN,1.11022302462516e-15,2.03271040353458e-13
EIF2S3,1.22124532708767e-15,2.23248225539995e-13
LAMP1,1.33226762955019e-15,2.40904502313633e-13
NDUFB3,1.33226762955019e-15,2.40904502313633e-13
CCNB2,1.33226762955019e-15,2.40904502313633e-13
TKT,1.33226762955019e-15,2.40904502313633e-13
MYOT,1.33226762955019e-15,2.40904502313633e-13
ENSGALG00000047410,1.33226762955019e-15,2.40904502313633e-13
ILF2,1.33226762955019e-15,2.40904502313633e-13
ACADL,1.4432899320127e-15,2.60576508298544e-13
NINJ2,1.55431223447522e-15,2.78896610205389e-13
HBE1,1.55431223447522e-15,2.78896610205389e-13
UQCRC1,1.55431223447522e-15,2.78896610205389e-13
GKN2,1.55431223447522e-15,2.78896610205389e-13
GSR,1.66533453693773e-15,2.97447072810793e-13
UBR7,1.66533453693773e-15,2.97447072810793e-13
SEPT2L,1.66533453693773e-15,2.97447072810793e-13
DECR1,1.77635683940025e-15,3.14392542413348e-13
SF3B6,1.77635683940025e-15,3.14392542413348e-13
BMP4,1.77635683940025e-15,3.14392542413348e-13
ENSGALG00000033780,1.77635683940025e-15,3.14392542413348e-13
ATOX1,1.77635683940025e-15,3.14392542413348e-13
TUBA1C,1.77635683940025e-15,3.14392542413348e-13
CCDC58,2.1094237467878e-15,3.72776331492377e-13
CTGF,2.22044604925031e-15,3.90623264293693e-13
COX5A,2.22044604925031e-15,3.90623264293693e-13
MRPL24,2.22044604925031e-15,3.90623264293693e-13
UBE2N,2.44249065417534e-15,4.27752971874233e-13
KDELR2,2.44249065417534e-15,4.27752971874233e-13
EIF3K,2.44249065417534e-15,4.27752971874233e-13
ENSGALG00000050127,2.55351295663786e-15,4.44530439068053e-13
SDHA,2.55351295663786e-15,4.44530439068053e-13
EVL,2.55351295663786e-15,4.44530439068053e-13
RAB34,2.55351295663786e-15,4.44530439068053e-13
CYCS,2.66453525910038e-15,4.61793200280733e-13
LSP1,2.66453525910038e-15,4.61793200280733e-13
EXFABP,2.66453525910038e-15,4.61793200280733e-13
BZW2,2.88657986402541e-15,4.98795860559638e-13
ENSGALG00000033862,2.88657986402541e-15,4.98795860559638e-13
GCSH,2.99760216648792e-15,5.17215205484293e-13
UQCRFS1,3.10862446895044e-15,5.35580216058137e-13
MCM6,3.21964677141295e-15,5.53891132344576e-13
ACTN1,3.33066907387547e-15,5.71308034121172e-13
HHEX,3.33066907387547e-15,5.71308034121172e-13
MCM5,3.5527136788005e-15,6.07610770110716e-13
MLF1,3.5527136788005e-15,6.07610770110716e-13
UGP2,3.77475828372553e-15,6.42763178913586e-13
MTCH2,3.77475828372553e-15,6.42763178913586e-13
SCNN1B,3.77475828372553e-15,6.42763178913586e-13
HSP90B1,3.99680288865056e-15,6.77609470948943e-13
CCT8,3.99680288865056e-15,6.77609470948943e-13
MZT1,3.99680288865056e-15,6.77609470948943e-13
POPDC2,4.10782519111308e-15,6.8843847612392e-13
ENSGALG00000038820,4.10782519111308e-15,6.8843847612392e-13
UBE2D3,4.10782519111308e-15,6.8843847612392e-13
PSMA6,4.10782519111308e-15,6.8843847612392e-13
PPP1R7,4.10782519111308e-15,6.8843847612392e-13
PID1,4.10782519111308e-15,6.8843847612392e-13
ETFA,4.10782519111308e-15,6.8843847612392e-13
SNAI1,4.10782519111308e-15,6.8843847612392e-13
DDX3X,4.66293670342566e-15,7.80351117093302e-13
CYP1B1,5.55111512312578e-15,9.27660398751831e-13
SPCS1,5.6621374255883e-15,9.44861873002972e-13
GTF2A2,5.77315972805081e-15,9.62014270294766e-13
TMEM50A,5.99520433297585e-15,9.97591721119277e-13
LAPTM4A,6.21724893790088e-15,1.03306795586747e-12
IRX1,6.43929354282591e-15,1.06692788329636e-12
COPA,6.43929354282591e-15,1.06692788329636e-12
COQ8B,6.88338275267597e-15,1.13889366462059e-12
FAM107B,7.21644966006352e-15,1.19062853721157e-12
DBX2,7.21644966006352e-15,1.19062853721157e-12
DGUOK,7.32747196252603e-15,1.20554041791597e-12
SET,7.32747196252603e-15,1.20554041791597e-12
GNB1,7.54951656745106e-15,1.24032500909907e-12
MRPS11,7.7715611723761e-15,1.27322365528547e-12
ENSGALG00000051169,7.7715611723761e-15,1.27322365528547e-12
COL1A2,7.99360577730113e-15,1.3059382531016e-12
CACYBP,7.99360577730113e-15,1.3059382531016e-12
ENSGALG00000053765,8.43769498715119e-15,1.37656511238247e-12
EIF2S1,8.65973959207622e-15,1.4088551604665e-12
COPZ1,8.65973959207622e-15,1.4088551604665e-12
TCF21,8.77076189453874e-15,1.42295374665208e-12
AK1,8.77076189453874e-15,1.42295374665208e-12
LRPAP1,8.88178419700125e-15,1.43697422432694e-12
SDHB,8.88178419700125e-15,1.43697422432694e-12
LTBP1,8.99280649946377e-15,1.4529240419621e-12
PRELID1,9.10382880192628e-15,1.46680382719055e-12
MTFP1,9.10382880192628e-15,1.46680382719055e-12
MRPL18,9.32587340685131e-15,1.50050986151825e-12
URAH,9.54791801177635e-15,1.53412316947916e-12
ENSGALG00000011687,9.76996261670138e-15,1.56764413318743e-12
ENSGALG00000035206,1.02140518265514e-14,1.63665253560858e-12
AKIRIN2,1.0325074129014e-14,1.65217587785371e-12
MRPS27,1.06581410364015e-14,1.70313880705452e-12
GATD3A,1.0991207943789e-14,1.75156963858187e-12
DTD2,1.0991207943789e-14,1.75156963858187e-12
ENSGALG00000019568,1.18793863634892e-14,1.89053144969607e-12
CCT7,1.24344978758018e-14,1.97618169516961e-12
CD99,1.26565424807268e-14,2.00329394403627e-12
PIP5K1B,1.26565424807268e-14,2.00329394403627e-12
PPA1,1.26565424807268e-14,2.00329394403627e-12
TOP2A,1.31006316905768e-14,2.07077902597696e-12
LRRC59,1.34336985979644e-14,2.12055645583868e-12
TAGLN,1.38777878078145e-14,2.18770114280543e-12
MTAP,1.46549439250521e-14,2.30709891299283e-12
CLTA,1.48769885299771e-14,2.33890279702528e-12
ITM2B,1.49880108324396e-14,2.35319014860797e-12
RTN4,1.53210777398272e-14,2.39903424623054e-12
PPIL1,1.53210777398272e-14,2.39903424623054e-12
MRPL35,1.56541446472147e-14,2.44790578957381e-12
FKBP9,1.64313007644523e-14,2.56257205798864e-12
MAP1LC3B2,1.64313007644523e-14,2.56257205798864e-12
EFHD1,1.66533453693773e-14,2.59373847491012e-12
RSU1,1.73194791841524e-14,2.69389615237003e-12
PAIP2B,1.79856129989275e-14,2.79378745302819e-12
TPD52L2,1.83186799063151e-14,2.84174534103698e-12
LYPD6B,1.90958360235527e-14,2.95837544883648e-12
CDC26,1.96509475358653e-14,3.04034245072246e-12
SUMO1,1.98729921407903e-14,3.07062954370973e-12
EDF1,2.04281036531029e-14,3.15223170002287e-12
MFAP5,2.12052597703405e-14,3.26353128266029e-12
MRPS12,2.12052597703405e-14,3.26353128266029e-12
MCFD2,2.18713935851156e-14,3.36162157603483e-12
GRHPR,2.37587727269783e-14,3.64691217891436e-12
ENSGALG00000033419,2.43138842392909e-14,3.72722261158344e-12
EIF5A2,2.50910403565285e-14,3.84131648315653e-12
ACTR1A,2.58681964737661e-14,3.95511167967315e-12
MYOM1,2.66453525910038e-14,4.06329787192186e-12
COMT,2.66453525910038e-14,4.06329787192186e-12
TRA2B,2.68673971959288e-14,4.09181689001466e-12
SWAP70,2.70894418008538e-14,4.11490369231514e-12
GOT1,2.70894418008538e-14,4.11490369231514e-12
CORO1C,2.75335310107039e-14,4.17692949206305e-12
SOD2,2.80886425230165e-14,4.2556150074725e-12
RALGPS2,2.8421709430404e-14,4.30049902575771e-12
ENSGALG00000045362,2.94209101525666e-14,4.44592946863636e-12
ELK3,2.97539770599542e-14,4.49045162322940e-12
ZNF207,3.04201108747293e-14,4.5850602717766e-12
ITGB5,3.11972669919669e-14,4.69613731604216e-12
COQ9,3.17523785042795e-14,4.77354700015633e-12
MAPRE1,3.2085445411667e-14,4.81741914684463e-12
NDUFS4,3.64153152077051e-14,5.46050205244236e-12
ENSGALG00000043598,3.83026943495679e-14,5.73615239643584e-12
AURKAIP1,3.84137166520304e-14,5.74541301100449e-12
AKR1B10L1,3.9190872769268e-14,5.85415397470123e-12
UGDH,4.06341627012807e-14,6.06199413676311e-12
CCT2,4.10782519111308e-14,6.12042879921393e-12
GSTM2,4.13002965160558e-14,6.1456733290864e-12
PPIG,4.14113188185183e-14,6.15435401489488e-12
GALNT1,4.21884749357559e-14,6.26188450105366e-12
GTPBP4,4.2410519540681e-14,6.28685340999788e-12
CACNG5,4.2854608750531e-14,6.3446327713264e-12
SDHAF2,4.37427871702312e-14,6.4679301209784e-12
PSMC2,4.46309655899313e-14,6.59091572006238e-12
CLEC19A,4.52970994047064e-14,6.68084152628364e-12
OLFML3,4.64073224293315e-14,6.83595638406324e-12
GLUL,4.70734562441066e-14,6.92534706147286e-12
ENSGALG00000011164,4.88498130835069e-14,7.17764106264436e-12
ENSGALG00000054599,5.06261699229071e-14,7.42930115929029e-12
C1H2ORF40,5.15143483426073e-14,7.53125564679784e-12
PDGFD,5.14033260401447e-14,7.53125564679784e-12
ENSGALG00000030096,5.15143483426073e-14,7.53125564679784e-12
SEC11A,5.6621374255883e-14,8.267541388776e-12
ZNF423,5.72875080706581e-14,8.35436362705132e-12
ENSGALG00000008054,5.85087533977457e-14,8.52182154786554e-12
HNRNPR,6.23945339839338e-14,9.07646963200179e-12
JAM3,6.72795152922845e-14,9.77490992410157e-12
SPTAN1,6.79456491070596e-14,9.85942824003101e-12
VDAC1,6.86117829218347e-14,9.94373683309214e-12
EIF2S2,7.37188088351104e-14,1.06706465138805e-11
PTS,7.71605002114484e-14,1.11550014855355e-11
TIMM8A,7.73825448163734e-14,1.11732738999527e-11
TFPI2,7.96029908656237e-14,1.14796943611763e-11
MRPL22,8.01581023779363e-14,1.15454943211166e-11
UBE2G2,8.64863736182997e-14,1.24416396056341e-11
STMP1,9.08162434143378e-14,1.30484506302366e-11
CDH5,9.61453139325386e-14,1.37971592092885e-11
UFM1,9.72555369571637e-14,1.39222726962087e-11
DKC1,9.72555369571637e-14,1.39222726962087e-11
COL14A1,9.9475983006414e-14,1.4222703020315e-11
SMC2,1.00142116821189e-13,1.43004407357514e-11
CTSA,1.01030295240889e-13,1.44096581939451e-11
NDUFA9,1.05249142734465e-13,1.49906078726535e-11
HADHB,1.05360165036927e-13,1.49906078726535e-11
EFEMP1,1.05693231944315e-13,1.50197021174844e-11
SDHD,1.06137321154165e-13,1.50644834873273e-11
HSPA5,1.06692432666478e-13,1.5124894868863e-11
PLIN4,1.07469588783715e-13,1.5216599052806e-11
NET1,1.0769163338864e-13,1.52295782122446e-11
ENSGALG00000054443,1.08357767203415e-13,1.53052524275228e-11
C26H6ORF125,1.16129328375791e-13,1.63831548596376e-11
ENSGALG00000041996,1.19904086659517e-13,1.68952807774604e-11
CD9,1.22124532708767e-13,1.71874236289225e-11
PHB,1.24567023362943e-13,1.75100756248445e-11
EIF4H,1.2667644710973e-13,1.77851899030796e-11
NDUFS2,1.32338584535319e-13,1.85578407088407e-11
CDK6,1.34336985979644e-13,1.88154889366981e-11
UBE2L3,1.43107747874183e-13,2.00199334979589e-11
TSPAN3,1.45883305435746e-13,2.03594525449934e-11
NDUFB6,1.45883305435746e-13,2.03594525449934e-11
MRPL13,1.48547840694846e-13,2.07065756529221e-11
AQP1,1.52544643583497e-13,2.12383591449732e-11
SERPINH1,1.54987134237672e-13,2.15527316129436e-11
ENSGALG00000049239,1.61870516990348e-13,2.24831789323362e-11
AIMP1,1.67865721323324e-13,2.32881981832785e-11
NDUFS6,1.68975944347949e-13,2.34144125671008e-11
TBX5,1.71196390397199e-13,2.3693985357295e-11
ENSGALG00000006838,1.72750702631674e-13,2.38808110471015e-11
MYDGF,1.80744308408975e-13,2.49563016380241e-11
GLRX2,1.86739512741951e-13,2.57536488476908e-11
MRPL57,1.92068583260152e-13,2.6457355905628e-11
CARHSP1,2.01394456667003e-13,2.77093144492754e-11
AIFM1,2.07611705604904e-13,2.85311232240113e-11
FH,2.11164419283705e-13,2.8985256047468e-11
NFU1,2.22377671832419e-13,3.04886042561324e-11
OLA1,2.26485497023532e-13,3.09790778033761e-11
ENSGALG00000047636,2.26263452418607e-13,3.09790778033761e-11
LAMB1,2.27484697745695e-13,3.10793575151511e-11
AQP9,2.27817764653082e-13,3.10885008791797e-11
TOMM22,2.29372076887557e-13,3.12640822004919e-11
CDO1,2.34257058195908e-13,3.18927050236617e-11
ENSGALG00000004503,2.42805775485522e-13,3.30180794215857e-11
MED6,2.5157653738006e-13,3.41709964194554e-11
HIC1,2.54574139546548e-13,3.45379925840238e-11
MRPS24,2.58681964737661e-13,3.50545861168247e-11
TST,2.59570143157362e-13,3.51235418477412e-11
MRPL28,2.59792187762287e-13,3.51235418477412e-11
MRPS10,2.647881913731e-13,3.57576084546857e-11
EHBP1,2.66897615119888e-13,3.60008504254268e-11
DUSP26,2.75335310107039e-13,3.70961442778379e-11
ECHS1,2.76001443921814e-13,3.71430521234249e-11
COG7,2.78888023785839e-13,3.7488325943465e-11
MRPS36,2.8155255904494e-13,3.7802992944667e-11
COL4A1,2.83995049699115e-13,3.80871585466136e-11
THBS4,2.87880830285303e-13,3.85640129899194e-11
CNN1,2.92876833896116e-13,3.91883281604404e-11
AP3S1,2.93320923105966e-13,3.92028435395454e-11
IGFBP4,2.97650792902004e-13,3.9736073435623e-11
OCIAD1,2.98094882111855e-13,3.97499303945986e-11
TMEM163,3.02868841117743e-13,4.03404706930149e-11
ATP6V1D,3.04312131049755e-13,4.04865441897986e-11
LHFPL6,3.06421554796543e-13,4.07208088211145e-11
APCDD1,3.30624416733372e-13,4.38872339675133e-11
RCBTB1,3.41948691584548e-13,4.5338901831573e-11
POLR2C,3.45723449868274e-13,4.57874240979031e-11
ARPC2,3.61932706027801e-13,4.78798835119309e-11
PRDX4,3.92130772297605e-13,5.18160876322542e-11
HMGB3,3.93018950717305e-13,5.18747694982024e-11
TMOD1,3.95905530581331e-13,5.21967912050197e-11
TAX1BP3,3.97681887420731e-13,5.23718783378131e-11
RANBP1,4.0734082773497e-13,5.35834823448492e-11
ENSGALG00000024295,4.10338429901458e-13,5.39170832579741e-11
ENSGALG00000048034,4.15445455814734e-13,5.45267942309756e-11
JAGN1,4.32320845789036e-13,5.66779888961841e-11
ARPC3,4.4442227675745e-13,5.81991878647153e-11
REM1,4.48308057343638e-13,5.85767111951178e-11
UBE2C,4.47863968133788e-13,5.85767111951178e-11
SAMM50,4.52304860232289e-13,5.90329080825912e-11
HSPB3,4.73177053095242e-13,6.16881327012663e-11
THOC7,4.9649173661237e-13,6.46555098093537e-11
COA5,4.9826809345177e-13,6.48145783708052e-11
PRPF8,5.01709784828108e-13,6.51896783543872e-11
GSS,5.26023669067399e-13,6.82729605229119e-11
CACNA2D1,5.31907851097912e-13,6.89600501292696e-11
DDX51,5.340172748447e-13,6.91567741924483e-11
EDNRB,5.53779244683028e-13,7.16365864498985e-11
PSMD7,5.54667423102728e-13,7.16721096274942e-11
ARPC1A,5.59330359806154e-13,7.21947758928021e-11
VAPA,5.71098723867181e-13,7.36323990890599e-11
PSMG4,5.80868686483882e-13,7.48094801583779e-11
CYP3A4,6.00963723229597e-13,7.73122597174476e-11
MRPS26,6.06292793747798e-13,7.79120231654794e-11
ELOVL5,6.07514039074886e-13,7.7983169970924e-11
PSMA3,6.19726492345762e-13,7.94634915858852e-11
HIKESHI,6.30162588777239e-13,8.07130459626636e-11
ENSGALG00000034591,6.36157793110215e-13,8.13916837964676e-11
CCT5,6.37823127647152e-13,8.15154679341282e-11
VPS35,6.46593889541691e-13,8.25460812998718e-11
DCAF13,6.57474075183018e-13,8.38434456791360e-11
ST13,6.63469279515994e-13,8.45157095205173e-11
EAF2,6.71906974503145e-13,8.54973052840743e-11
NDUFAB1,6.90336676711922e-13,8.77468217464152e-11
